                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                0.68171,                0.70468,                 1.0894,                0.78657,                0.76434,                0.84309,                0.76654,                0.47452,                0.65618,                0.90431,              0.0084301,              0.0084301,              0.0084301
                    113,                0.68171,                0.68924,                 1.0918,                0.76938,                0.77673,                0.84182,                0.76463,                 0.4769,                0.66021,                0.90584,               0.008416,               0.008416,               0.008416
                    114,                0.68271,                0.69763,                 1.0903,                0.79025,                0.75962,                0.84146,                0.76448,                0.47475,                0.66345,                0.90536,              0.0084019,              0.0084019,              0.0084019
                    115,                0.68572,                0.70237,                 1.0851,                0.79249,                0.76279,                0.84094,                0.76284,                0.47488,                0.66531,                0.90525,              0.0083877,              0.0083877,              0.0083877
                    116,                 0.6775,                0.69466,                  1.084,                0.78152,                0.77337,                0.84388,                0.76586,                0.47507,                0.66349,                0.90558,              0.0083736,              0.0083736,              0.0083736
                    117,                0.68257,                0.69728,                 1.0891,                0.78008,                0.77282,                0.84237,                0.76435,                0.47386,                0.66519,                0.90478,              0.0083594,              0.0083594,              0.0083594
                    118,                0.67815,                0.68328,                 1.0854,                0.79643,                0.75721,                 0.8424,                 0.7655,                0.47255,                0.66097,                0.90306,              0.0083453,              0.0083453,              0.0083453
                    119,                0.67926,                0.69458,                 1.0886,                0.78298,                0.77148,                0.84407,                0.76865,                0.47115,                0.66174,                0.90038,              0.0083311,              0.0083311,              0.0083311
                    120,                0.67905,                0.69354,                 1.0847,                0.79388,                 0.7553,                 0.8426,                0.76786,                0.46692,                0.65823,                0.89695,               0.008317,               0.008317,               0.008317
                    121,                0.66936,                0.68351,                 1.0817,                0.78025,                0.76969,                0.84284,                0.76745,                0.46773,                0.65591,                0.89767,              0.0083029,              0.0083029,              0.0083029
                    122,                0.66909,                0.67021,                 1.0759,                0.77772,                0.77791,                0.84311,                0.76714,                0.46691,                0.65849,                0.89743,              0.0082887,              0.0082887,              0.0082887
                    123,                 0.6689,                0.67698,                 1.0765,                0.76885,                0.78429,                0.84327,                0.76897,                0.46691,                0.65747,                0.89752,              0.0082746,              0.0082746,              0.0082746
                    124,                0.66794,                0.68655,                 1.0781,                0.77496,                0.77797,                0.84166,                0.76689,                0.46765,                0.65859,                0.89722,              0.0082604,              0.0082604,              0.0082604
                    125,                0.67014,                0.67271,                  1.084,                0.77928,                0.77848,                0.84247,                0.76797,                0.47048,                0.65902,                0.89813,              0.0082463,              0.0082463,              0.0082463
                    126,                0.66288,                0.65913,                 1.0708,                0.76369,                0.79509,                0.84121,                0.76729,                0.46966,                0.65933,                0.89785,              0.0082321,              0.0082321,              0.0082321
                    127,                 0.6699,                0.66819,                 1.0766,                 0.7696,                0.79372,                0.84246,                0.76958,                0.46864,                0.65891,                  0.897,               0.008218,               0.008218,               0.008218
                    128,                 0.6656,                0.66855,                 1.0753,                0.76227,                0.79696,                0.84416,                0.76931,                0.46826,                 0.6563,                0.89669,              0.0082039,              0.0082039,              0.0082039
                    129,                 0.6734,                0.68009,                 1.0815,                0.76275,                0.79638,                0.84342,                0.76946,                0.46808,                0.65567,                0.89715,              0.0081897,              0.0081897,              0.0081897
                    130,                0.66616,                0.67883,                 1.0743,                0.75549,                0.79911,                 0.8423,                0.76753,                0.46783,                0.65691,                0.89671,              0.0081756,              0.0081756,              0.0081756
                    131,                0.66488,                0.65975,                 1.0731,                0.75704,                0.80003,                0.84267,                0.76653,                0.46822,                0.65507,                0.89589,              0.0081614,              0.0081614,              0.0081614
                    132,                0.66062,                0.66907,                 1.0722,                0.74828,                0.80058,                0.84198,                0.76554,                0.46846,                0.65672,                0.89594,              0.0081473,              0.0081473,              0.0081473
                    133,                0.65723,                0.65488,                 1.0702,                0.76123,                0.78962,                0.84088,                0.76477,                 0.4685,                0.65903,                0.89537,              0.0081331,              0.0081331,              0.0081331
                    134,                0.65186,                0.65478,                 1.0618,                0.75879,                0.78975,                0.84072,                0.76583,                0.46898,                0.66133,                0.89556,               0.008119,               0.008119,               0.008119
                    135,                 0.6601,                0.66102,                 1.0712,                0.76654,                0.78651,                0.83991,                 0.7646,                0.46904,                0.66315,                  0.895,              0.0081049,              0.0081049,              0.0081049
                    136,                0.66077,                0.65951,                 1.0662,                  0.776,                0.77761,                0.84091,                0.76681,                0.46913,                0.66314,                0.89507,              0.0080907,              0.0080907,              0.0080907
                    137,                0.65849,                0.66088,                 1.0644,                0.76723,                0.78653,                0.84107,                 0.7669,                0.46847,                0.66165,                0.89469,              0.0080766,              0.0080766,              0.0080766
                    138,                0.65883,                0.65663,                 1.0694,                0.75991,                0.79462,                0.84172,                0.76762,                0.46824,                0.66279,                0.89448,              0.0080624,              0.0080624,              0.0080624
                    139,                0.64503,                 0.6518,                 1.0572,                0.76485,                0.79132,                0.84111,                0.76724,                 0.4686,                0.66322,                0.89445,              0.0080483,              0.0080483,              0.0080483
                    140,                0.64809,                0.65115,                 1.0654,                0.76476,                0.79224,                0.84103,                  0.767,                0.46891,                0.66402,                0.89462,              0.0080341,              0.0080341,              0.0080341
                    141,                0.64998,                0.65713,                 1.0644,                0.76532,                0.79181,                0.84064,                0.76676,                0.46899,                0.66446,                0.89423,                0.00802,                0.00802,                0.00802
                    142,                0.65148,                0.64639,                  1.064,                 0.7667,                0.79008,                0.84097,                0.76769,                0.46873,                0.66492,                0.89395,              0.0080059,              0.0080059,              0.0080059
                    143,                0.65766,                0.65327,                 1.0651,                 0.7695,                0.79073,                 0.8413,                0.76827,                0.46803,                0.66295,                0.89346,              0.0079917,              0.0079917,              0.0079917
                    144,                0.65422,                0.63962,                 1.0682,                0.77635,                0.78577,                0.84147,                0.76843,                0.46854,                0.66231,                0.89346,              0.0079776,              0.0079776,              0.0079776
                    145,                0.65366,                0.64332,                 1.0677,                 0.7779,                0.78157,                0.84166,                 0.7681,                0.46801,                0.66237,                0.89308,              0.0079634,              0.0079634,              0.0079634
